run,rule,leaf_condition,rows,win,depth,num_conditions,rule_key
25,(income_Category == $120K +) AND (Months_on_book <= 36),Months_on_book <= 36,6,44,1,2,(income_Category == $120K +) AND (Months_on_book <= 36)
25,(income_Category == $120K +) AND (Months_on_book <= 36) AND (education_Level == High School),education_Level == High School,3,41,2,3,(income_Category == $120K +) AND (Months_on_book <= 36) AND (education_Level == High School)
25,(income_Category == $120K +) AND (Months_on_book > 36),Months_on_book > 36,4,-13,1,2,(income_Category == $120K +) AND (Months_on_book > 36)
25,(income_Category == $60K - $80K),income_Category == $60K - $80K,5,-12,0,1,(income_Category == $60K - $80K)
25,(income_Category == $40K - $60K),income_Category == $40K - $60K,3,-39,0,1,(income_Category == $40K - $60K)
25,(income_Category == Less than $40K),income_Category == Less than $40K,5,-39,0,1,(income_Category == Less than $40K)
26,(card_Category == Silver),card_Category == Silver,6,42,0,1,(card_Category == Silver)
26,(card_Category == Blue),card_Category == Blue,22,-19,0,1,(card_Category == Blue)
26,(card_Category == Blue) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,9,-11,1,2,(card_Category == Blue) AND (income_Category == $80K - $120K)
26,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Total_Relationship_Count <= 3),Total_Relationship_Count <= 3,5,14,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Total_Relationship_Count <= 3)
26,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Total_Relationship_Count > 3),Total_Relationship_Count > 3,4,-44,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Total_Relationship_Count > 3)
26,(card_Category == Blue) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,4,-40,1,2,(card_Category == Blue) AND (income_Category == $40K - $60K)
26,(card_Category == Blue) AND (income_Category == Less than $40K),income_Category == Less than $40K,5,-49,1,2,(card_Category == Blue) AND (income_Category == Less than $40K)
26,(card_Category == Blue) AND (income_Category == Less than $40K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,4,-36,2,3,(card_Category == Blue) AND (income_Category == Less than $40K) AND (attrition_Flag == Existing Customer)
27,(card_Category == Silver),card_Category == Silver,3,61,0,1,(card_Category == Silver)
27,(card_Category == Blue),card_Category == Blue,26,-10,0,1,(card_Category == Blue)
27,(card_Category == Blue) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,10,14,1,2,(card_Category == Blue) AND (income_Category == $80K - $120K)
27,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (education_Level == Unknown),education_Level == Unknown,3,34,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (education_Level == Unknown)
27,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (education_Level == High School),education_Level == High School,4,20,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (education_Level == High School)
27,(card_Category == Blue) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,6,-16,1,2,(card_Category == Blue) AND (income_Category == $40K - $60K)
27,(card_Category == Blue) AND (income_Category == $40K - $60K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.99971),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.99971,3,-5,2,3,(card_Category == Blue) AND (income_Category == $40K - $60K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.99971)
27,(card_Category == Blue) AND (income_Category == $40K - $60K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.99971),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.99971,3,-27,2,3,(card_Category == Blue) AND (income_Category == $40K - $60K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.99971)
27,(card_Category == Blue) AND (income_Category == Less than $40K),income_Category == Less than $40K,5,-31,1,2,(card_Category == Blue) AND (income_Category == Less than $40K)
28,(card_Category == Silver),card_Category == Silver,11,49,0,1,(card_Category == Silver)
28,(card_Category == Silver) AND (income_Category == $120K +),income_Category == $120K +,3,29,1,2,(card_Category == Silver) AND (income_Category == $120K +)
28,(card_Category == Blue),card_Category == Blue,18,-33,0,1,(card_Category == Blue)
28,(card_Category == Blue) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,14,1,2,(card_Category == Blue) AND (income_Category == $80K - $120K)
28,(card_Category == Blue) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,3,-31,1,2,(card_Category == Blue) AND (income_Category == $60K - $80K)
28,(card_Category == Blue) AND (income_Category == Less than $40K),income_Category == Less than $40K,6,-56,1,2,(card_Category == Blue) AND (income_Category == Less than $40K)
28,(card_Category == Blue) AND (income_Category == Less than $40K) AND (marital_Status == Single),marital_Status == Single,4,-58,2,3,(card_Category == Blue) AND (income_Category == Less than $40K) AND (marital_Status == Single)
29,(income_Category == $80K - $120K),income_Category == $80K - $120K,6,35,0,1,(income_Category == $80K - $120K)
29,(income_Category == $80K - $120K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,5,53,1,2,(income_Category == $80K - $120K) AND (attrition_Flag == Existing Customer)
29,(income_Category == Unknown),income_Category == Unknown,8,32,0,1,(income_Category == Unknown)
29,(income_Category == Unknown) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,6,57,1,2,(income_Category == Unknown) AND (attrition_Flag == Existing Customer)
29,(income_Category == Unknown) AND (attrition_Flag == Existing Customer) AND (education_Level == Uneducated),education_Level == Uneducated,3,51,2,3,(income_Category == Unknown) AND (attrition_Flag == Existing Customer) AND (education_Level == Uneducated)
29,(income_Category == Less than $40K),income_Category == Less than $40K,8,-33,0,1,(income_Category == Less than $40K)
29,(income_Category == Less than $40K) AND (card_Category == Blue),card_Category == Blue,7,-45,1,2,(income_Category == Less than $40K) AND (card_Category == Blue)
29,(income_Category == $40K - $60K),income_Category == $40K - $60K,6,-49,0,1,(income_Category == $40K - $60K)
29,(income_Category == $40K - $60K) AND (education_Level == Uneducated),education_Level == Uneducated,3,-67,1,2,(income_Category == $40K - $60K) AND (education_Level == Uneducated)
30,(card_Category == Blue),card_Category == Blue,28,-7,0,1,(card_Category == Blue)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,15,7,1,2,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (education_Level == High School),education_Level == High School,5,15,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (education_Level == High School)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (education_Level == Graduate),education_Level == Graduate,4,2,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (education_Level == Graduate)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,13,-23,1,2,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (Total_Trans_Ct > 54),Total_Trans_Ct > 54,7,-7,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (Total_Trans_Ct > 54)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (Total_Trans_Ct > 54) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,3,-7,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (Total_Trans_Ct > 54) AND (income_Category == $60K - $80K)
30,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (Total_Trans_Ct <= 54),Total_Trans_Ct <= 54,6,-42,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (Total_Trans_Ct <= 54)
31,(income_Category == $120K +),income_Category == $120K +,5,28,0,1,(income_Category == $120K +)
31,(income_Category == $120K +) AND (education_Level == Uneducated),education_Level == Uneducated,3,67,1,2,(income_Category == $120K +) AND (education_Level == Uneducated)
31,(income_Category == $80K - $120K),income_Category == $80K - $120K,11,28,0,1,(income_Category == $80K - $120K)
31,(income_Category == $80K - $120K) AND (education_Level == Uneducated),education_Level == Uneducated,3,-13,1,2,(income_Category == $80K - $120K) AND (education_Level == Uneducated)
31,(income_Category == $40K - $60K),income_Category == $40K - $60K,3,-10,0,1,(income_Category == $40K - $60K)
31,(income_Category == $60K - $80K),income_Category == $60K - $80K,3,-20,0,1,(income_Category == $60K - $80K)
31,(income_Category == Less than $40K),income_Category == Less than $40K,6,-54,0,1,(income_Category == Less than $40K)
31,(income_Category == Less than $40K) AND (marital_Status == Married),marital_Status == Married,3,-78,1,2,(income_Category == Less than $40K) AND (marital_Status == Married)
32,(card_Category == Silver),card_Category == Silver,8,70,0,1,(card_Category == Silver)
32,(card_Category == Silver) AND (education_Level == High School),education_Level == High School,3,67,1,2,(card_Category == Silver) AND (education_Level == High School)
32,(card_Category == Blue),card_Category == Blue,21,-28,0,1,(card_Category == Blue)
32,(card_Category == Blue) AND (education_Level == High School),education_Level == High School,6,-14,1,2,(card_Category == Blue) AND (education_Level == High School)
32,(card_Category == Blue) AND (education_Level == Graduate),education_Level == Graduate,7,-39,1,2,(card_Category == Blue) AND (education_Level == Graduate)
32,(card_Category == Blue) AND (education_Level == Graduate) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,3,-22,2,3,(card_Category == Blue) AND (education_Level == Graduate) AND (income_Category == $80K - $120K)
32,(card_Category == Blue) AND (education_Level == Uneducated),education_Level == Uneducated,3,-48,1,2,(card_Category == Blue) AND (education_Level == Uneducated)
33,(income_Category == $80K - $120K),income_Category == $80K - $120K,5,20,0,1,(income_Category == $80K - $120K)
33,(income_Category == $60K - $80K),income_Category == $60K - $80K,8,6,0,1,(income_Category == $60K - $80K)
33,(income_Category == $60K - $80K) AND (marital_Status == Married),marital_Status == Married,5,8,1,2,(income_Category == $60K - $80K) AND (marital_Status == Married)
33,(income_Category == $40K - $60K),income_Category == $40K - $60K,6,-12,0,1,(income_Category == $40K - $60K)
33,(income_Category == $40K - $60K) AND (CLIENTNUM > 721120008),CLIENTNUM > 721120008,3,-6,1,2,(income_Category == $40K - $60K) AND (CLIENTNUM > 721120008)
33,(income_Category == $40K - $60K) AND (CLIENTNUM <= 721120008),CLIENTNUM <= 721120008,3,-17,1,2,(income_Category == $40K - $60K) AND (CLIENTNUM <= 721120008)
33,(income_Category == Less than $40K),income_Category == Less than $40K,7,-23,0,1,(income_Category == Less than $40K)
33,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio > 0.519),Avg_Utilization_Ratio > 0.519,3,-16,1,2,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio > 0.519)
33,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio <= 0.519),Avg_Utilization_Ratio <= 0.519,4,-28,1,2,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio <= 0.519)
34,(income_Category == $80K - $120K),income_Category == $80K - $120K,5,42,0,1,(income_Category == $80K - $120K)
34,(income_Category == $60K - $80K),income_Category == $60K - $80K,10,15,0,1,(income_Category == $60K - $80K)
34,(income_Category == $60K - $80K) AND (education_Level == College),education_Level == College,3,43,1,2,(income_Category == $60K - $80K) AND (education_Level == College)
34,(income_Category == $120K +),income_Category == $120K +,3,11,0,1,(income_Category == $120K +)
34,(income_Category == $40K - $60K),income_Category == $40K - $60K,6,-18,0,1,(income_Category == $40K - $60K)
34,(income_Category == $40K - $60K) AND (Total_Trans_Amt > 4797),Total_Trans_Amt > 4797,3,9,1,2,(income_Category == $40K - $60K) AND (Total_Trans_Amt > 4797)
34,(income_Category == $40K - $60K) AND (Total_Trans_Amt <= 4797),Total_Trans_Amt <= 4797,3,-45,1,2,(income_Category == $40K - $60K) AND (Total_Trans_Amt <= 4797)
34,(income_Category == Less than $40K),income_Category == Less than $40K,5,-48,0,1,(income_Category == Less than $40K)
34,(income_Category == Less than $40K) AND (education_Level == Graduate),education_Level == Graduate,3,-45,1,2,(income_Category == Less than $40K) AND (education_Level == Graduate)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553,27,8,0,1,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21),Avg_Utilization_Ratio <= 0.21,22,20,1,2,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,10,39,2,3,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate),education_Level == Graduate,7,37,3,4,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate) AND (Avg_Utilization_Ratio > 0.032),Avg_Utilization_Ratio > 0.032,4,63,4,5,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate) AND (Avg_Utilization_Ratio > 0.032)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate) AND (Avg_Utilization_Ratio > 0.032) AND (marital_Status == Divorced),marital_Status == Divorced,3,65,5,6,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate) AND (Avg_Utilization_Ratio > 0.032) AND (marital_Status == Divorced)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate) AND (Avg_Utilization_Ratio <= 0.032),Avg_Utilization_Ratio <= 0.032,3,3,4,5,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $80K - $120K) AND (education_Level == Graduate) AND (Avg_Utilization_Ratio <= 0.032)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,3,28,2,3,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $60K - $80K)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,6,2,2,3,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio <= 0.21) AND (income_Category == $40K - $60K)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio > 0.21),Avg_Utilization_Ratio > 0.21,5,-43,1,2,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.00553) AND (Avg_Utilization_Ratio > 0.21)
35,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.00553),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.00553,3,-79,0,1,(Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.00553)
36,(Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,20,9,0,1,(Avg_Utilization_Ratio > 0)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.073),Avg_Utilization_Ratio <= 0.073,5,49,1,2,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.073)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073),Avg_Utilization_Ratio > 0.073,15,-3,1,2,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Graduate),education_Level == Graduate,3,2,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Graduate)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Unknown),education_Level == Unknown,5,-8,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Unknown)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Unknown) AND (income_Category == Less than $40K),income_Category == Less than $40K,3,-8,3,4,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Unknown) AND (income_Category == Less than $40K)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Uneducated),education_Level == Uneducated,4,-9,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Uneducated)
36,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Uneducated) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,3,-8,3,4,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.073) AND (education_Level == Uneducated) AND (attrition_Flag == Existing Customer)
36,(Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,10,-19,0,1,(Avg_Utilization_Ratio <= 0)
36,(Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,3,0,1,2,(Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K)
37,(income_Category == $60K - $80K),income_Category == $60K - $80K,4,37,0,1,(income_Category == $60K - $80K)
37,(income_Category == $120K +),income_Category == $120K +,10,27,0,1,(income_Category == $120K +)
37,(income_Category == $120K +) AND (card_Category == Blue),card_Category == Blue,8,10,1,2,(income_Category == $120K +) AND (card_Category == Blue)
37,(income_Category == $120K +) AND (card_Category == Blue) AND (education_Level == Uneducated),education_Level == Uneducated,4,17,2,3,(income_Category == $120K +) AND (card_Category == Blue) AND (education_Level == Uneducated)
37,(income_Category == $80K - $120K),income_Category == $80K - $120K,3,10,0,1,(income_Category == $80K - $120K)
37,(income_Category == Unknown),income_Category == Unknown,3,-29,0,1,(income_Category == Unknown)
37,(income_Category == $40K - $60K),income_Category == $40K - $60K,6,-31,0,1,(income_Category == $40K - $60K)
37,(income_Category == Less than $40K),income_Category == Less than $40K,4,-46,0,1,(income_Category == Less than $40K)
38,(income_Category == $80K - $120K),income_Category == $80K - $120K,3,56,0,1,(income_Category == $80K - $120K)
38,(income_Category == $60K - $80K),income_Category == $60K - $80K,11,12,0,1,(income_Category == $60K - $80K)
38,(income_Category == $60K - $80K) AND (Customer_Age <= 49),Customer_Age <= 49,7,23,1,2,(income_Category == $60K - $80K) AND (Customer_Age <= 49)
38,(income_Category == $60K - $80K) AND (Customer_Age <= 49) AND (Avg_Utilization_Ratio <= 0.054),Avg_Utilization_Ratio <= 0.054,4,34,2,3,(income_Category == $60K - $80K) AND (Customer_Age <= 49) AND (Avg_Utilization_Ratio <= 0.054)
38,(income_Category == $60K - $80K) AND (Customer_Age <= 49) AND (Avg_Utilization_Ratio <= 0.054) AND (marital_Status == Married),marital_Status == Married,3,40,3,4,(income_Category == $60K - $80K) AND (Customer_Age <= 49) AND (Avg_Utilization_Ratio <= 0.054) AND (marital_Status == Married)
38,(income_Category == $60K - $80K) AND (Customer_Age <= 49) AND (Avg_Utilization_Ratio > 0.054),Avg_Utilization_Ratio > 0.054,3,8,2,3,(income_Category == $60K - $80K) AND (Customer_Age <= 49) AND (Avg_Utilization_Ratio > 0.054)
38,(income_Category == $60K - $80K) AND (Customer_Age > 49),Customer_Age > 49,4,-6,1,2,(income_Category == $60K - $80K) AND (Customer_Age > 49)
38,(income_Category == $40K - $60K),income_Category == $40K - $60K,5,4,0,1,(income_Category == $40K - $60K)
38,(income_Category == $40K - $60K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,4,20,1,2,(income_Category == $40K - $60K) AND (attrition_Flag == Existing Customer)
38,(income_Category == $120K +),income_Category == $120K +,4,-14,0,1,(income_Category == $120K +)
38,(income_Category == Less than $40K),income_Category == Less than $40K,6,-40,0,1,(income_Category == Less than $40K)
39,(Avg_Utilization_Ratio <= 0.094),Avg_Utilization_Ratio <= 0.094,15,25,0,1,(Avg_Utilization_Ratio <= 0.094)
39,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,9,66,1,2,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio > 0)
39,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio > 0) AND (education_Level == Graduate),education_Level == Graduate,3,73,2,3,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio > 0) AND (education_Level == Graduate)
39,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,6,-34,1,2,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio <= 0)
39,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 > 0.794),Total_Amt_Chng_Q4_Q1 > 0.794,3,1,2,3,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 > 0.794)
39,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 <= 0.794),Total_Amt_Chng_Q4_Q1 <= 0.794,3,-71,2,3,(Avg_Utilization_Ratio <= 0.094) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 <= 0.794)
39,(Avg_Utilization_Ratio > 0.094),Avg_Utilization_Ratio > 0.094,15,-25,0,1,(Avg_Utilization_Ratio > 0.094)
39,(Avg_Utilization_Ratio > 0.094) AND (income_Category == Less than $40K),income_Category == Less than $40K,7,-19,1,2,(Avg_Utilization_Ratio > 0.094) AND (income_Category == Less than $40K)
39,(Avg_Utilization_Ratio > 0.094) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,3,-34,1,2,(Avg_Utilization_Ratio > 0.094) AND (income_Category == $80K - $120K)
40,(card_Category == Blue),card_Category == Blue,27,-7,0,1,(card_Category == Blue)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749,20,2,1,2,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,6,25,2,3,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == $80K - $120K)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-7,2,3,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == $40K - $60K)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K),income_Category == Less than $40K,7,-12,2,3,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K)
