run,rule,leaf_condition,rows,win,depth,num_conditions,rule_key
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K) AND (Dependent_count <= 0),Dependent_count <= 0,4,3,3,4,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K) AND (Dependent_count <= 0)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K) AND (Dependent_count <= 0) AND (gender == F),gender == F,3,6,4,5,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K) AND (Dependent_count <= 0) AND (gender == F)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K) AND (Dependent_count > 0),Dependent_count > 0,3,-34,3,4,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00031749) AND (income_Category == Less than $40K) AND (Dependent_count > 0)
40,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00031749),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00031749,7,-38,1,2,(card_Category == Blue) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00031749)
41,(income_Category == Unknown),income_Category == Unknown,3,33,0,1,(income_Category == Unknown)
41,(income_Category == $120K +),income_Category == $120K +,3,22,0,1,(income_Category == $120K +)
41,(income_Category == $80K - $120K),income_Category == $80K - $120K,7,15,0,1,(income_Category == $80K - $120K)
41,(income_Category == $80K - $120K) AND (education_Level == Graduate),education_Level == Graduate,3,30,1,2,(income_Category == $80K - $120K) AND (education_Level == Graduate)
41,(income_Category == $60K - $80K),income_Category == $60K - $80K,5,-6,0,1,(income_Category == $60K - $80K)
41,(income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,3,22,1,2,(income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer)
41,(income_Category == $40K - $60K),income_Category == $40K - $60K,6,-16,0,1,(income_Category == $40K - $60K)
41,(income_Category == $40K - $60K) AND (marital_Status == Married),marital_Status == Married,3,-12,1,2,(income_Category == $40K - $60K) AND (marital_Status == Married)
41,(income_Category == Less than $40K),income_Category == Less than $40K,6,-23,0,1,(income_Category == Less than $40K)
42,(card_Category == Silver),card_Category == Silver,6,38,0,1,(card_Category == Silver)
42,(card_Category == Silver) AND (marital_Status == Single),marital_Status == Single,3,42,1,2,(card_Category == Silver) AND (marital_Status == Single)
42,(card_Category == Blue),card_Category == Blue,23,-14,0,1,(card_Category == Blue)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,16,-2,1,2,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.065),Avg_Utilization_Ratio <= 0.065,3,46,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.065)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.065),Avg_Utilization_Ratio > 0.065,13,-14,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.065)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.065) AND (education_Level == Uneducated),education_Level == Uneducated,3,-6,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.065) AND (education_Level == Uneducated)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.065) AND (education_Level == High School),education_Level == High School,5,-26,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.065) AND (education_Level == High School)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,7,-40,1,2,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (education_Level == Graduate),education_Level == Graduate,3,-42,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (education_Level == Graduate)
43,(card_Category == Silver),card_Category == Silver,9,54,0,1,(card_Category == Silver)
43,(card_Category == Blue),card_Category == Blue,21,-23,0,1,(card_Category == Blue)
43,(card_Category == Blue) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,7,-6,1,2,(card_Category == Blue) AND (income_Category == $60K - $80K)
43,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00030516),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00030516,4,20,2,3,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00030516)
43,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00030516),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00030516,3,-40,2,3,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00030516)
43,(card_Category == Blue) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,6,-29,1,2,(card_Category == Blue) AND (income_Category == $80K - $120K)
43,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Months_on_book <= 34),Months_on_book <= 34,3,-4,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Months_on_book <= 34)
43,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Months_on_book > 34),Months_on_book > 34,3,-55,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (Months_on_book > 34)
43,(card_Category == Blue) AND (income_Category == Less than $40K),income_Category == Less than $40K,4,-49,1,2,(card_Category == Blue) AND (income_Category == Less than $40K)
43,(card_Category == Blue) AND (income_Category == Less than $40K) AND (marital_Status == Single),marital_Status == Single,3,-38,2,3,(card_Category == Blue) AND (income_Category == Less than $40K) AND (marital_Status == Single)
44,(Avg_Utilization_Ratio <= 0.146),Avg_Utilization_Ratio <= 0.146,21,16,0,1,(Avg_Utilization_Ratio <= 0.146)
44,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,14,41,1,2,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0)
44,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.07),Avg_Utilization_Ratio <= 0.07,9,64,2,3,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.07)
44,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.07) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,6,58,3,4,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.07) AND (income_Category == $80K - $120K)
44,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.07),Avg_Utilization_Ratio > 0.07,5,0,2,3,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.07)
44,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,7,-34,1,2,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio <= 0)
44,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $120K +),income_Category == $120K +,3,-12,2,3,(Avg_Utilization_Ratio <= 0.146) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $120K +)
44,(Avg_Utilization_Ratio > 0.146),Avg_Utilization_Ratio > 0.146,9,-37,0,1,(Avg_Utilization_Ratio > 0.146)
44,(Avg_Utilization_Ratio > 0.146) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-33,1,2,(Avg_Utilization_Ratio > 0.146) AND (income_Category == $40K - $60K)
44,(Avg_Utilization_Ratio > 0.146) AND (income_Category == Less than $40K),income_Category == Less than $40K,3,-40,1,2,(Avg_Utilization_Ratio > 0.146) AND (income_Category == Less than $40K)
45,(Total_Trans_Ct > 71),Total_Trans_Ct > 71,18,16,0,1,(Total_Trans_Ct > 71)
45,(Total_Trans_Ct > 71) AND (education_Level == Unknown),education_Level == Unknown,3,38,1,2,(Total_Trans_Ct > 71) AND (education_Level == Unknown)
45,(Total_Trans_Ct > 71) AND (education_Level == High School),education_Level == High School,7,20,1,2,(Total_Trans_Ct > 71) AND (education_Level == High School)
45,(Total_Trans_Ct > 71) AND (education_Level == High School) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,4,32,2,3,(Total_Trans_Ct > 71) AND (education_Level == High School) AND (income_Category == $60K - $80K)
45,(Total_Trans_Ct > 71) AND (education_Level == Graduate),education_Level == Graduate,5,14,1,2,(Total_Trans_Ct > 71) AND (education_Level == Graduate)
45,(Total_Trans_Ct <= 71),Total_Trans_Ct <= 71,12,-24,0,1,(Total_Trans_Ct <= 71)
45,(Total_Trans_Ct <= 71) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,3,-2,1,2,(Total_Trans_Ct <= 71) AND (income_Category == $60K - $80K)
45,(Total_Trans_Ct <= 71) AND (income_Category == Less than $40K),income_Category == Less than $40K,4,-27,1,2,(Total_Trans_Ct <= 71) AND (income_Category == Less than $40K)
46,(income_Category == $80K - $120K),income_Category == $80K - $120K,9,30,0,1,(income_Category == $80K - $120K)
46,(income_Category == $80K - $120K) AND (education_Level == Graduate),education_Level == Graduate,4,22,1,2,(income_Category == $80K - $120K) AND (education_Level == Graduate)
46,(income_Category == $40K - $60K),income_Category == $40K - $60K,4,-4,0,1,(income_Category == $40K - $60K)
46,(income_Category == $60K - $80K),income_Category == $60K - $80K,3,-12,0,1,(income_Category == $60K - $80K)
46,(income_Category == Less than $40K),income_Category == Less than $40K,9,-21,0,1,(income_Category == Less than $40K)
46,(income_Category == Less than $40K) AND (education_Level == Unknown),education_Level == Unknown,3,-7,1,2,(income_Category == Less than $40K) AND (education_Level == Unknown)
46,(income_Category == Less than $40K) AND (education_Level == Graduate),education_Level == Graduate,3,-29,1,2,(income_Category == Less than $40K) AND (education_Level == Graduate)
46,(income_Category == Unknown),income_Category == Unknown,3,-37,0,1,(income_Category == Unknown)
47,(education_Level == Unknown),education_Level == Unknown,3,42,0,1,(education_Level == Unknown)
47,(education_Level == Uneducated),education_Level == Uneducated,6,30,0,1,(education_Level == Uneducated)
47,(education_Level == Uneducated) AND (marital_Status == Married),marital_Status == Married,3,31,1,2,(education_Level == Uneducated) AND (marital_Status == Married)
47,(education_Level == College),education_Level == College,4,12,0,1,(education_Level == College)
47,(education_Level == High School),education_Level == High School,6,-12,0,1,(education_Level == High School)
47,(education_Level == High School) AND (income_Category == Less than $40K),income_Category == Less than $40K,3,-13,1,2,(education_Level == High School) AND (income_Category == Less than $40K)
47,(education_Level == Graduate),education_Level == Graduate,8,-24,0,1,(education_Level == Graduate)
47,(education_Level == Graduate) AND (Customer_Age > 49),Customer_Age > 49,3,-2,1,2,(education_Level == Graduate) AND (Customer_Age > 49)
47,(education_Level == Graduate) AND (Customer_Age <= 49),Customer_Age <= 49,5,-37,1,2,(education_Level == Graduate) AND (Customer_Age <= 49)
48,(Customer_Age > 48),Customer_Age > 48,15,25,0,1,(Customer_Age > 48)
48,(Customer_Age > 48) AND (Avg_Utilization_Ratio <= 0.174),Avg_Utilization_Ratio <= 0.174,9,51,1,2,(Customer_Age > 48) AND (Avg_Utilization_Ratio <= 0.174)
48,(Customer_Age > 48) AND (Avg_Utilization_Ratio <= 0.174) AND (Months_on_book <= 36),Months_on_book <= 36,4,79,2,3,(Customer_Age > 48) AND (Avg_Utilization_Ratio <= 0.174) AND (Months_on_book <= 36)
48,(Customer_Age > 48) AND (Avg_Utilization_Ratio <= 0.174) AND (Months_on_book > 36),Months_on_book > 36,5,29,2,3,(Customer_Age > 48) AND (Avg_Utilization_Ratio <= 0.174) AND (Months_on_book > 36)
48,(Customer_Age > 48) AND (Avg_Utilization_Ratio > 0.174),Avg_Utilization_Ratio > 0.174,6,-13,1,2,(Customer_Age > 48) AND (Avg_Utilization_Ratio > 0.174)
48,(Customer_Age > 48) AND (Avg_Utilization_Ratio > 0.174) AND (CLIENTNUM <= 720578058),CLIENTNUM <= 720578058,3,-1,2,3,(Customer_Age > 48) AND (Avg_Utilization_Ratio > 0.174) AND (CLIENTNUM <= 720578058)
48,(Customer_Age > 48) AND (Avg_Utilization_Ratio > 0.174) AND (CLIENTNUM > 720578058),CLIENTNUM > 720578058,3,-25,2,3,(Customer_Age > 48) AND (Avg_Utilization_Ratio > 0.174) AND (CLIENTNUM > 720578058)
48,(Customer_Age <= 48),Customer_Age <= 48,15,-25,0,1,(Customer_Age <= 48)
48,(Customer_Age <= 48) AND (Avg_Utilization_Ratio > 0.063),Avg_Utilization_Ratio > 0.063,6,-5,1,2,(Customer_Age <= 48) AND (Avg_Utilization_Ratio > 0.063)
48,(Customer_Age <= 48) AND (Avg_Utilization_Ratio > 0.063) AND (Contacts_Count_12_mon > 1),Contacts_Count_12_mon > 1,3,11,2,3,(Customer_Age <= 48) AND (Avg_Utilization_Ratio > 0.063) AND (Contacts_Count_12_mon > 1)
48,(Customer_Age <= 48) AND (Avg_Utilization_Ratio > 0.063) AND (Contacts_Count_12_mon <= 1),Contacts_Count_12_mon <= 1,3,-22,2,3,(Customer_Age <= 48) AND (Avg_Utilization_Ratio > 0.063) AND (Contacts_Count_12_mon <= 1)
48,(Customer_Age <= 48) AND (Avg_Utilization_Ratio <= 0.063),Avg_Utilization_Ratio <= 0.063,9,-39,1,2,(Customer_Age <= 48) AND (Avg_Utilization_Ratio <= 0.063)
48,(Customer_Age <= 48) AND (Avg_Utilization_Ratio <= 0.063) AND (education_Level == Doctorate),education_Level == Doctorate,3,-49,2,3,(Customer_Age <= 48) AND (Avg_Utilization_Ratio <= 0.063) AND (education_Level == Doctorate)
49,(Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,22,18,0,1,(Avg_Utilization_Ratio > 0)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.094),Avg_Utilization_Ratio <= 0.094,6,85,1,2,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.094)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.094) AND (card_Category == Blue),card_Category == Blue,5,82,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.094) AND (card_Category == Blue)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.094) AND (card_Category == Blue) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,84,3,4,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.094) AND (card_Category == Blue) AND (income_Category == $80K - $120K)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094),Avg_Utilization_Ratio > 0.094,16,-5,1,2,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio <= 0.256),Avg_Utilization_Ratio <= 0.256,8,18,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio <= 0.256)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio <= 0.256) AND (education_Level == High School),education_Level == High School,3,-6,3,4,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio <= 0.256) AND (education_Level == High School)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio > 0.256),Avg_Utilization_Ratio > 0.256,8,-30,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio > 0.256)
49,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio > 0.256) AND (education_Level == High School),education_Level == High School,4,-37,3,4,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.094) AND (Avg_Utilization_Ratio > 0.256) AND (education_Level == High School)
49,(Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,8,-52,0,1,(Avg_Utilization_Ratio <= 0)
49,(Avg_Utilization_Ratio <= 0) AND (education_Level == Unknown),education_Level == Unknown,4,-79,1,2,(Avg_Utilization_Ratio <= 0) AND (education_Level == Unknown)
50,(Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,18,22,0,1,(Avg_Utilization_Ratio > 0)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137),Avg_Utilization_Ratio <= 0.137,9,62,1,2,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137) AND (Avg_Utilization_Ratio <= 0.064),Avg_Utilization_Ratio <= 0.064,4,87,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137) AND (Avg_Utilization_Ratio <= 0.064)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137) AND (Avg_Utilization_Ratio > 0.064),Avg_Utilization_Ratio > 0.064,5,41,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137) AND (Avg_Utilization_Ratio > 0.064)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137) AND (Avg_Utilization_Ratio > 0.064) AND (income_Category == Unknown),income_Category == Unknown,3,47,3,4,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.137) AND (Avg_Utilization_Ratio > 0.064) AND (income_Category == Unknown)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.137),Avg_Utilization_Ratio > 0.137,9,-16,1,2,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.137)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.137) AND (Contacts_Count_12_mon <= 2),Contacts_Count_12_mon <= 2,6,-8,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.137) AND (Contacts_Count_12_mon <= 2)
50,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.137) AND (Contacts_Count_12_mon > 2),Contacts_Count_12_mon > 2,3,-32,2,3,(Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.137) AND (Contacts_Count_12_mon > 2)
50,(Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,12,-33,0,1,(Avg_Utilization_Ratio <= 0)
50,(Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,-25,1,2,(Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K)
50,(Avg_Utilization_Ratio <= 0) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-60,1,2,(Avg_Utilization_Ratio <= 0) AND (income_Category == $40K - $60K)
