run,rule,leaf_condition,rows,win,depth,num_conditions,rule_key
14,(card_Category == Blue) AND (Dependent_count > 1) AND (Customer_Age <= 54) AND (income_Category == Less than $40K),income_Category == Less than $40K,3,-12,3,4,(card_Category == Blue) AND (Dependent_count > 1) AND (Customer_Age <= 54) AND (income_Category == Less than $40K)
14,(card_Category == Blue) AND (Dependent_count <= 1),Dependent_count <= 1,8,-32,1,2,(card_Category == Blue) AND (Dependent_count <= 1)
15,(Total_Trans_Amt > 7730),Total_Trans_Amt > 7730,6,40,0,1,(Total_Trans_Amt > 7730)
15,(Total_Trans_Amt <= 7730),Total_Trans_Amt <= 7730,24,-10,0,1,(Total_Trans_Amt <= 7730)
15,(Total_Trans_Amt <= 7730) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,6,13,1,2,(Total_Trans_Amt <= 7730) AND (income_Category == $60K - $80K)
15,(Total_Trans_Amt <= 7730) AND (income_Category == $60K - $80K) AND (Total_Amt_Chng_Q4_Q1 > 0.659),Total_Amt_Chng_Q4_Q1 > 0.659,3,38,2,3,(Total_Trans_Amt <= 7730) AND (income_Category == $60K - $80K) AND (Total_Amt_Chng_Q4_Q1 > 0.659)
15,(Total_Trans_Amt <= 7730) AND (income_Category == $60K - $80K) AND (Total_Amt_Chng_Q4_Q1 <= 0.659),Total_Amt_Chng_Q4_Q1 <= 0.659,3,-11,2,3,(Total_Trans_Amt <= 7730) AND (income_Category == $60K - $80K) AND (Total_Amt_Chng_Q4_Q1 <= 0.659)
15,(Total_Trans_Amt <= 7730) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-7,1,2,(Total_Trans_Amt <= 7730) AND (income_Category == $40K - $60K)
15,(Total_Trans_Amt <= 7730) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,-20,1,2,(Total_Trans_Amt <= 7730) AND (income_Category == $80K - $120K)
15,(Total_Trans_Amt <= 7730) AND (income_Category == Unknown),income_Category == Unknown,4,-24,1,2,(Total_Trans_Amt <= 7730) AND (income_Category == Unknown)
15,(Total_Trans_Amt <= 7730) AND (income_Category == Less than $40K),income_Category == Less than $40K,5,-36,1,2,(Total_Trans_Amt <= 7730) AND (income_Category == Less than $40K)
16,(income_Category == $80K - $120K) AND (Avg_Utilization_Ratio <= 0.07),Avg_Utilization_Ratio <= 0.07,5,68,1,2,(income_Category == $80K - $120K) AND (Avg_Utilization_Ratio <= 0.07)
16,(income_Category == $80K - $120K) AND (Avg_Utilization_Ratio <= 0.07) AND (marital_Status == Married),marital_Status == Married,3,70,2,3,(income_Category == $80K - $120K) AND (Avg_Utilization_Ratio <= 0.07) AND (marital_Status == Married)
16,(income_Category == $80K - $120K) AND (Avg_Utilization_Ratio > 0.07),Avg_Utilization_Ratio > 0.07,4,2,1,2,(income_Category == $80K - $120K) AND (Avg_Utilization_Ratio > 0.07)
17,(income_Category == $80K - $120K) AND (Total_Trans_Amt > 2512),Total_Trans_Amt > 2512,4,58,1,2,(income_Category == $80K - $120K) AND (Total_Trans_Amt > 2512)
17,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2512),Total_Trans_Amt <= 2512,5,-2,1,2,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2512)
17,(income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,6,-3,1,2,(income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer)
17,(income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer) AND (education_Level == Graduate),education_Level == Graduate,3,8,2,3,(income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer) AND (education_Level == Graduate)
17,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio > 0.132),Avg_Utilization_Ratio > 0.132,3,-6,1,2,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio > 0.132)
17,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio <= 0.132),Avg_Utilization_Ratio <= 0.132,3,-35,1,2,(income_Category == Less than $40K) AND (Avg_Utilization_Ratio <= 0.132)
18,(income_Category == $80K - $120K) AND (Total_Trans_Amt > 2694),Total_Trans_Amt > 2694,3,72,1,2,(income_Category == $80K - $120K) AND (Total_Trans_Amt > 2694)
18,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2694),Total_Trans_Amt <= 2694,6,-7,1,2,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2694)
18,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2694) AND (Avg_Utilization_Ratio <= 0.162),Avg_Utilization_Ratio <= 0.162,3,9,2,3,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2694) AND (Avg_Utilization_Ratio <= 0.162)
18,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2694) AND (Avg_Utilization_Ratio > 0.162),Avg_Utilization_Ratio > 0.162,3,-24,2,3,(income_Category == $80K - $120K) AND (Total_Trans_Amt <= 2694) AND (Avg_Utilization_Ratio > 0.162)
18,(income_Category == $60K - $80K) AND (card_Category == Blue) AND (education_Level == Graduate),education_Level == Graduate,4,4,2,3,(income_Category == $60K - $80K) AND (card_Category == Blue) AND (education_Level == Graduate)
18,(income_Category == $60K - $80K) AND (card_Category == Blue) AND (education_Level == Graduate) AND (marital_Status == Married),marital_Status == Married,3,-1,3,4,(income_Category == $60K - $80K) AND (card_Category == Blue) AND (education_Level == Graduate) AND (marital_Status == Married)
18,(income_Category == Less than $40K) AND (card_Category == Blue),card_Category == Blue,4,-29,1,2,(income_Category == Less than $40K) AND (card_Category == Blue)
18,(income_Category == $40K - $60K) AND (gender == F),gender == F,3,-62,1,2,(income_Category == $40K - $60K) AND (gender == F)
19,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00010944),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00010944,4,76,1,2,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00010944)
19,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944,8,3,1,2,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944)
19,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944) AND (Total_Trans_Ct <= 48),Total_Trans_Ct <= 48,4,24,2,3,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944) AND (Total_Trans_Ct <= 48)
19,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944) AND (Total_Trans_Ct > 48),Total_Trans_Ct > 48,4,-17,2,3,(income_Category == $80K - $120K) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00010944) AND (Total_Trans_Ct > 48)
19,(income_Category == $40K - $60K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,5,-21,1,2,(income_Category == $40K - $60K) AND (attrition_Flag == Existing Customer)
20,(income_Category == $40K - $60K) AND (Total_Trans_Ct > 66),Total_Trans_Ct > 66,3,-7,1,2,(income_Category == $40K - $60K) AND (Total_Trans_Ct > 66)
20,(income_Category == $40K - $60K) AND (Total_Trans_Ct <= 66),Total_Trans_Ct <= 66,5,-38,1,2,(income_Category == $40K - $60K) AND (Total_Trans_Ct <= 66)
21,(card_Category == Blue) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,7,0,1,2,(card_Category == Blue) AND (income_Category == $80K - $120K)
21,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (education_Level == Graduate),education_Level == Graduate,3,4,2,3,(card_Category == Blue) AND (income_Category == $80K - $120K) AND (education_Level == Graduate)
21,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Avg_Utilization_Ratio <= 0.099),Avg_Utilization_Ratio <= 0.099,3,28,2,3,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Avg_Utilization_Ratio <= 0.099)
21,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Avg_Utilization_Ratio > 0.099),Avg_Utilization_Ratio > 0.099,3,-33,2,3,(card_Category == Blue) AND (income_Category == $60K - $80K) AND (Avg_Utilization_Ratio > 0.099)
21,(card_Category == Blue) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-19,1,2,(card_Category == Blue) AND (income_Category == $40K - $60K)
22,(income_Category == $80K - $120K) AND (Total_Amt_Chng_Q4_Q1 > 0.768),Total_Amt_Chng_Q4_Q1 > 0.768,3,58,1,2,(income_Category == $80K - $120K) AND (Total_Amt_Chng_Q4_Q1 > 0.768)
22,(income_Category == $80K - $120K) AND (Total_Amt_Chng_Q4_Q1 <= 0.768),Total_Amt_Chng_Q4_Q1 <= 0.768,3,-28,1,2,(income_Category == $80K - $120K) AND (Total_Amt_Chng_Q4_Q1 <= 0.768)
22,(income_Category == $40K - $60K) AND (marital_Status == Single),marital_Status == Single,3,-49,1,2,(income_Category == $40K - $60K) AND (marital_Status == Single)
23,(card_Category == Blue) AND (CLIENTNUM > 717381183),CLIENTNUM > 717381183,14,-12,1,2,(card_Category == Blue) AND (CLIENTNUM > 717381183)
23,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM <= 719398158),CLIENTNUM <= 719398158,4,16,2,3,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM <= 719398158)
23,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158),CLIENTNUM > 719398158,10,-23,2,3,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158)
23,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158) AND (marital_Status == Married),marital_Status == Married,4,-12,3,4,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158) AND (marital_Status == Married)
23,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158) AND (marital_Status == Single),marital_Status == Single,3,-20,3,4,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158) AND (marital_Status == Single)
23,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158) AND (marital_Status == Unknown),marital_Status == Unknown,3,-40,3,4,(card_Category == Blue) AND (CLIENTNUM > 717381183) AND (CLIENTNUM > 719398158) AND (marital_Status == Unknown)
23,(card_Category == Blue) AND (CLIENTNUM <= 717381183),CLIENTNUM <= 717381183,8,-44,1,2,(card_Category == Blue) AND (CLIENTNUM <= 717381183)
24,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.312),Avg_Utilization_Ratio <= 0.312,10,22,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.312)
24,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.312) AND (education_Level == High School),education_Level == High School,3,26,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.312) AND (education_Level == High School)
24,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.312) AND (education_Level == Graduate),education_Level == Graduate,4,0,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.312) AND (education_Level == Graduate)
24,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.312),Avg_Utilization_Ratio > 0.312,9,-27,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.312)
24,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.312) AND (marital_Status == Unknown),marital_Status == Unknown,3,-8,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.312) AND (marital_Status == Unknown)
24,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.312) AND (marital_Status == Married),marital_Status == Married,4,-47,3,4,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.312) AND (marital_Status == Married)
25,(income_Category == $80K - $120K) AND (education_Level == Uneducated),education_Level == Uneducated,3,19,1,2,(income_Category == $80K - $120K) AND (education_Level == Uneducated)
26,(income_Category == $60K - $80K) AND (Avg_Utilization_Ratio <= 0.133),Avg_Utilization_Ratio <= 0.133,6,30,1,2,(income_Category == $60K - $80K) AND (Avg_Utilization_Ratio <= 0.133)
26,(income_Category == $60K - $80K) AND (Avg_Utilization_Ratio > 0.133),Avg_Utilization_Ratio > 0.133,4,-8,1,2,(income_Category == $60K - $80K) AND (Avg_Utilization_Ratio > 0.133)
26,(income_Category == Less than $40K) AND (Total_Amt_Chng_Q4_Q1 > 0.715),Total_Amt_Chng_Q4_Q1 > 0.715,5,-1,1,2,(income_Category == Less than $40K) AND (Total_Amt_Chng_Q4_Q1 > 0.715)
26,(income_Category == Less than $40K) AND (Total_Amt_Chng_Q4_Q1 > 0.715) AND (marital_Status == Single),marital_Status == Single,3,1,2,3,(income_Category == Less than $40K) AND (Total_Amt_Chng_Q4_Q1 > 0.715) AND (marital_Status == Single)
26,(income_Category == Less than $40K) AND (Total_Amt_Chng_Q4_Q1 <= 0.715),Total_Amt_Chng_Q4_Q1 <= 0.715,3,-39,1,2,(income_Category == Less than $40K) AND (Total_Amt_Chng_Q4_Q1 <= 0.715)
27,(Avg_Utilization_Ratio <= 0.187),Avg_Utilization_Ratio <= 0.187,22,18,0,1,(Avg_Utilization_Ratio <= 0.187)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,16,43,1,2,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,5,57,2,3,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $80K - $120K)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,4,47,2,3,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $60K - $80K)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $60K - $80K) AND (marital_Status == Married),marital_Status == Married,3,51,3,4,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $60K - $80K) AND (marital_Status == Married)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-9,2,3,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $40K - $60K)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,6,-47,1,2,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio <= 0)
27,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio <= 0) AND (marital_Status == Married),marital_Status == Married,4,-57,2,3,(Avg_Utilization_Ratio <= 0.187) AND (Avg_Utilization_Ratio <= 0) AND (marital_Status == Married)
27,(Avg_Utilization_Ratio > 0.187),Avg_Utilization_Ratio > 0.187,8,-50,0,1,(Avg_Utilization_Ratio > 0.187)
27,(Avg_Utilization_Ratio > 0.187) AND (CLIENTNUM <= 719484408),CLIENTNUM <= 719484408,3,-30,1,2,(Avg_Utilization_Ratio > 0.187) AND (CLIENTNUM <= 719484408)
27,(Avg_Utilization_Ratio > 0.187) AND (CLIENTNUM > 719484408),CLIENTNUM > 719484408,5,-62,1,2,(Avg_Utilization_Ratio > 0.187) AND (CLIENTNUM > 719484408)
29,(Avg_Utilization_Ratio <= 0.137),Avg_Utilization_Ratio <= 0.137,15,12,0,1,(Avg_Utilization_Ratio <= 0.137)
29,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $120K +),income_Category == $120K +,3,60,1,2,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $120K +)
29,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-2,1,2,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $40K - $60K)
29,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,5,-8,1,2,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $60K - $80K)
29,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,4,0,2,3,(Avg_Utilization_Ratio <= 0.137) AND (income_Category == $60K - $80K) AND (attrition_Flag == Existing Customer)
29,(Avg_Utilization_Ratio > 0.137),Avg_Utilization_Ratio > 0.137,15,-12,0,1,(Avg_Utilization_Ratio > 0.137)
29,(Avg_Utilization_Ratio > 0.137) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,-9,1,2,(Avg_Utilization_Ratio > 0.137) AND (income_Category == $80K - $120K)
29,(Avg_Utilization_Ratio > 0.137) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-12,1,2,(Avg_Utilization_Ratio > 0.137) AND (income_Category == $40K - $60K)
29,(Avg_Utilization_Ratio > 0.137) AND (income_Category == Less than $40K),income_Category == Less than $40K,4,-15,1,2,(Avg_Utilization_Ratio > 0.137) AND (income_Category == Less than $40K)
29,(Avg_Utilization_Ratio > 0.137) AND (income_Category == Less than $40K) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,3,-17,2,3,(Avg_Utilization_Ratio > 0.137) AND (income_Category == Less than $40K) AND (attrition_Flag == Existing Customer)
30,(card_Category == Blue) AND (CLIENTNUM > 789218433),CLIENTNUM > 789218433,3,44,1,2,(card_Category == Blue) AND (CLIENTNUM > 789218433)
30,(card_Category == Blue) AND (CLIENTNUM <= 789218433),CLIENTNUM <= 789218433,19,-28,1,2,(card_Category == Blue) AND (CLIENTNUM <= 789218433)
30,(card_Category == Blue) AND (CLIENTNUM <= 789218433) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,7,-18,2,3,(card_Category == Blue) AND (CLIENTNUM <= 789218433) AND (income_Category == $60K - $80K)
30,(card_Category == Blue) AND (CLIENTNUM <= 789218433) AND (income_Category == Less than $40K),income_Category == Less than $40K,4,-29,2,3,(card_Category == Blue) AND (CLIENTNUM <= 789218433) AND (income_Category == Less than $40K)
30,(card_Category == Blue) AND (CLIENTNUM <= 789218433) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,5,-41,2,3,(card_Category == Blue) AND (CLIENTNUM <= 789218433) AND (income_Category == $40K - $60K)
31,(card_Category == Silver) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.99952),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.99952,4,85,1,2,(card_Category == Silver) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 > 0.99952)
31,(card_Category == Silver) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.99952),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.99952,4,12,1,2,(card_Category == Silver) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2 <= 0.99952)
31,(card_Category == Blue) AND (CLIENTNUM <= 717788958),CLIENTNUM <= 717788958,9,2,1,2,(card_Category == Blue) AND (CLIENTNUM <= 717788958)
31,(card_Category == Blue) AND (CLIENTNUM <= 717788958) AND (education_Level == High School),education_Level == High School,3,26,2,3,(card_Category == Blue) AND (CLIENTNUM <= 717788958) AND (education_Level == High School)
31,(card_Category == Blue) AND (CLIENTNUM > 717788958),CLIENTNUM > 717788958,13,-31,1,2,(card_Category == Blue) AND (CLIENTNUM > 717788958)
31,(card_Category == Blue) AND (CLIENTNUM > 717788958) AND (Dependent_count <= 1),Dependent_count <= 1,4,-17,2,3,(card_Category == Blue) AND (CLIENTNUM > 717788958) AND (Dependent_count <= 1)
31,(card_Category == Blue) AND (CLIENTNUM > 717788958) AND (Dependent_count > 1),Dependent_count > 1,9,-38,2,3,(card_Category == Blue) AND (CLIENTNUM > 717788958) AND (Dependent_count > 1)
31,(card_Category == Blue) AND (CLIENTNUM > 717788958) AND (Dependent_count > 1) AND (marital_Status == Single),marital_Status == Single,5,-31,3,4,(card_Category == Blue) AND (CLIENTNUM > 717788958) AND (Dependent_count > 1) AND (marital_Status == Single)
32,(Avg_Utilization_Ratio <= 0.223),Avg_Utilization_Ratio <= 0.223,19,12,0,1,(Avg_Utilization_Ratio <= 0.223)
32,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,9,57,1,2,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio > 0)
32,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.086),Avg_Utilization_Ratio <= 0.086,4,76,2,3,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio <= 0.086)
32,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.086),Avg_Utilization_Ratio > 0.086,5,42,2,3,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio > 0) AND (Avg_Utilization_Ratio > 0.086)
32,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,10,-27,1,2,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio <= 0)
32,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,-26,2,3,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K)
32,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-55,2,3,(Avg_Utilization_Ratio <= 0.223) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $40K - $60K)
32,(Avg_Utilization_Ratio > 0.223),Avg_Utilization_Ratio > 0.223,11,-22,0,1,(Avg_Utilization_Ratio > 0.223)
32,(Avg_Utilization_Ratio > 0.223) AND (education_Level == Graduate),education_Level == Graduate,3,-7,1,2,(Avg_Utilization_Ratio > 0.223) AND (education_Level == Graduate)
32,(Avg_Utilization_Ratio > 0.223) AND (education_Level == Doctorate),education_Level == Doctorate,3,-28,1,2,(Avg_Utilization_Ratio > 0.223) AND (education_Level == Doctorate)
33,(income_Category == Unknown) AND (education_Level == Graduate),education_Level == Graduate,3,20,1,2,(income_Category == Unknown) AND (education_Level == Graduate)
33,(income_Category == $60K - $80K) AND (card_Category == Blue) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,4,-8,2,3,(income_Category == $60K - $80K) AND (card_Category == Blue) AND (attrition_Flag == Existing Customer)
33,(income_Category == Less than $40K) AND (marital_Status == Single) AND (attrition_Flag == Existing Customer),attrition_Flag == Existing Customer,3,-21,2,3,(income_Category == Less than $40K) AND (marital_Status == Single) AND (attrition_Flag == Existing Customer)
34,(Avg_Utilization_Ratio <= 0.165),Avg_Utilization_Ratio <= 0.165,15,21,0,1,(Avg_Utilization_Ratio <= 0.165)
34,(Avg_Utilization_Ratio <= 0.165) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,8,40,1,2,(Avg_Utilization_Ratio <= 0.165) AND (income_Category == $80K - $120K)
34,(Avg_Utilization_Ratio <= 0.165) AND (income_Category == $80K - $120K) AND (Avg_Utilization_Ratio <= 0.072),Avg_Utilization_Ratio <= 0.072,4,69,2,3,(Avg_Utilization_Ratio <= 0.165) AND (income_Category == $80K - $120K) AND (Avg_Utilization_Ratio <= 0.072)
34,(Avg_Utilization_Ratio <= 0.165) AND (income_Category == $80K - $120K) AND (Avg_Utilization_Ratio > 0.072),Avg_Utilization_Ratio > 0.072,4,11,2,3,(Avg_Utilization_Ratio <= 0.165) AND (income_Category == $80K - $120K) AND (Avg_Utilization_Ratio > 0.072)
34,(Avg_Utilization_Ratio > 0.165),Avg_Utilization_Ratio > 0.165,15,-21,0,1,(Avg_Utilization_Ratio > 0.165)
34,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 > 0.544),Total_Amt_Chng_Q4_Q1 > 0.544,11,-17,1,2,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 > 0.544)
34,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 > 0.544) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00018025),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00018025,6,-11,2,3,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 > 0.544) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 > 0.00018025)
